word,category,meanHappiness,meanAnger,meanSadness,meanFear,meanDisgust
papieros,D,2.148148,3.148148,2.6296296,2.4814816,4.962963
frakcja,N,1.7777778,1.8148148,1.4444444,1.8888888,1.8888888
podkreślać,N,2.5185184,1.7037038,1.3703704,1.7407408,1.4074074
belka,N,1.962963,1.6296296,1.6296296,1.6666666,1.3333334
czapla,N,3,1.4444444,1.2592592,1.3703704,1.2962962
kolebka,N,2.7407408,1.4814814,1.4444444,1.1481482,1.2962962
profil,N,2.4444444,1.6296296,1.5185186,1.7777778,1.4814814
filtr,N,2.148148,1.5185186,1.2592592,1.4444444,1.3703704
chorągiew,N,2.8888888,1.2222222,1.6666666,1.5925926,1.1851852
makulatura,N,2,1.5925926,1.2222222,1.3333334,1.4444444
segregator,N,2.074074,1.6666666,1.3703704,1.4074074,1.5185186
prześcieradło,N,2.5925925,1.2962962,1.4444444,1.2962962,1.4444444
powieka,N,2.4444444,1.4814814,1.6296296,1.7037038,1.6296296
ruchliwy,N,2.9615386,1.3846154,1.1923077,1.6153846,1.2692307
golarka,N,1.7307693,2.0769231,1.6153846,1.6923077,2.1153846
pióro,N,2.5384614,1.3461539,1.4230769,1.8076923,1.4230769
część,N,1.8076923,1.5769231,1.6153846,1.6538461,1.2307693
gleba,N,1.7307693,1.8846154,1.5,1.9230769,1.5769231
miotła,N,1.7692307,1.6923077,1.3846154,1.2307693,1.5384616
dzbanek,N,2.6153846,1.3461539,1.3461539,1.3076923,1.2692307
rzecz,N,2.3461537,1.4230769,1.5,1.5,1.3076923
punkt,N,2.7692308,1.6923077,1.5,1.4615384,1.2307693
wata,N,2.2692308,1.6153846,1.4615384,1.6153846,1.5769231
schody,N,1.5769231,2,1.4615384,1.6923077,1.3076923
obrót,N,2.3076923,1.4230769,1.1923077,1.9230769,1.1538461
wariant,N,2.6153846,1.6923077,1.5,2.0769231,1.2692307
gazeta,N,2.6153846,1.9230769,1.3076923,1.3846154,1.3076923
drobiowy,N,2.8076923,1.1923077,1.3076923,1.3461539,1.3461539
metr,N,1.6923077,1.1538461,1.1538461,1.1538461,1.0769231
kowadło,N,2.3076923,1.4615384,1.4230769,1.6923077,1.3076923
masywny,N,2.0769231,1.7692307,1.5769231,1.8076923,1.7692307
zapotrzebowanie,N,2.0769231,1.4615384,1.9615384,2.2307692,1.1538461
wytwórca,N,2.6153846,1.3461539,1.3846154,1.3846154,1.3076923
krępy,N,1.8846154,1.5384616,1.3461539,1.8461539,1.6923077
kubek,N,2.8461537,1.1923077,1.1923077,1.0384616,1.0769231
kanon,N,2.2692308,1.7307693,1.5,1.5769231,1.4615384
murzyn,N,1.6923077,1.5769231,1.3076923,1.4615384,1.6153846
sufit,N,1.3846154,1.3076923,1.3076923,1.6538461,1.1923077
regał,N,1.9615384,1.1923077,1.3076923,1.1538461,1.1538461
kostka,N,2.5,1.3076923,1.2307693,1.3846154,1.3846154
przedmiot,N,1.6538461,1.2692307,1.3846154,1.3076923,1.1538461
magnes,N,2.1923077,1.3461539,1.1153846,1.1153846,1.0384616
biblijny,N,2.2307692,1.5,1.4230769,1.6923077,1.6153846
stan,N,2.2307692,1.4615384,1.5769231,1.8461539,1.3076923
ręczny,N,1.8846154,1.3461539,1.2692307,1.6153846,1.3461539
ścięgno,N,1.8148148,1.5925926,1.6666666,2.0370371,1.7777778
atlas,N,3.2592592,1.2222222,1.074074,1.2222222,1
flaming,N,3.0370371,1.2962962,1.2962962,1.2962962,1.037037
słowotwórczy,N,3.2222223,1.1481482,1.074074,1.1481482,1.1481482
wiadro,N,2,1.3333334,1.1481482,1.4074074,1.2962962
kos,N,2.3333333,1.1111112,1.1851852,1.074074,1.074074
hebel,N,1.7037038,1.7407408,1.4444444,1.4814814,1.3333334
gromadny,N,3,1.3703704,1.1851852,1.5555556,1.2962962
wentylować,N,1.962963,1.2962962,1.3333334,1.2962962,1.4074074
pokrywka,N,1.6666666,1.2962962,1.1851852,1.1851852,1.1481482
karafka,N,3.2592592,1.2222222,1.4074074,1.2962962,1.074074
atramentowy,N,2.3333333,1.5185186,1.4074074,1.2592592,1.1851852
traszka,N,1.925926,1.1851852,1.1481482,1.2592592,1.5185186
wzgląd,N,1.962963,1.5185186,1.4814814,1.4074074,1.3703704
zając,N,2.851852,1.2592592,1.2592592,1.1851852,1.074074
miesiąc,N,2.5185184,1.6666666,1.7407408,1.6666666,1.2592592
struktura,N,2.5185184,1.3703704,1.2222222,1.7037038,1.1851852
przesuwać,N,1.8518518,1.5925926,1.2962962,1.4074074,1.4444444
mata,N,2.925926,1.2962962,1.1851852,1.4444444,1.1851852
dźwignia,N,2.4074075,1.4814814,1.3703704,1.8518518,1.1111112
skrzynia,N,2.9629629,1.4074074,1.1851852,1.5555556,1.1851852
ustalenie,N,2.3333333,1.4444444,1.3333334,1.4444444,1.2592592
ambasada,N,2.5925925,1.3703704,1.2222222,1.7407408,1.3333334
łyżka,N,2.4444444,1.3703704,1.2592592,1.1851852,1.074074
zdanie,N,2.9629629,1.2222222,1.1851852,1.4444444,1.1481482
klamka,N,1.6296296,1.4074074,1.2962962,2.0370371,1.1851852
owies,N,2.7407408,1.2222222,1.3333334,1.1851852,1.4814814
akcent,N,3,1.4814814,1.1111112,1.5185186,1.2222222
kurtka,N,3.2962964,1.1851852,1.037037,1.074074,1.037037
nos,N,2.2962964,1.6666666,1.5555556,1.4074074,1.5185186
ramię,N,3.1111112,1.2222222,1.1481482,1.3703704,1.1851852
opat,N,1.962963,1.5555556,1.4814814,1.4814814,1.7777778
lufcik,N,2.3076923,1.3846154,1.3076923,1.4615384,1.4230769
nadawca,N,2.3076923,1.4615384,1.5384616,1.6923077,1.2692307
odstęp,N,1.7692307,1.7692307,1.6923077,1.8461539,1.5384616
tematyczny,N,2.4230769,1.5,1.4230769,1.5,1.3846154
adresat,N,2.7307692,1.5769231,1.5,1.7307693,1.3846154
pastor,N,2.0769231,1.4230769,1.7692307,1.8846154,1.8076923
sygnalizator,N,1.8846154,1.9615384,1.2692307,2.1538463,1.3846154
traktor,N,2.1538463,1.5769231,1.3461539,1.5769231,1.4230769
stalówka,N,1.9615384,1.3846154,1.6153846,1.3461539,1.3076923
prezydium,N,1.4615384,1.9615384,1.6923077,1.7307693,1.8076923
kamizelka,N,1.9615384,1.3076923,1.7692307,1.3461539,1.5769231
fasola,N,2.2307692,1.6538461,1.4615384,1.2692307,2.0769231
nazwisko,N,2.2307692,1.4615384,1.4230769,1.6923077,1.4615384
borsuk,N,2.2692308,1.5,1.5,1.8461539,1.5769231
linijka,N,1.8846154,1.7307693,1.4615384,1.4615384,1.5769231
brzmieć,N,2.8076923,1.6538461,1.5769231,1.4230769,1.0769231
przedział,N,1.9615384,1.4615384,1.4230769,1.9230769,1.5384616
karton,N,2.0384614,1.8461539,1.8461539,1.8461539,1.6153846
przesiewać,N,2,1.7307693,1.6153846,1.6538461,1.3846154
koparka,N,2.2692308,1.4230769,1.7307693,1.8461539,1.5769231
proso,N,2.4615386,1.4230769,1.3076923,1.3846154,1.4230769
sylaba,N,2.1153846,1.4615384,1.2692307,1.4230769,1.2692307
dotyczyć,N,2.2692308,1.5384616,1.3846154,1.5769231,1.1923077
ceglany,N,2.5384614,1.2307693,1.4615384,1.7307693,1.4615384
kłaść,N,2.6538463,1.5,1.7307693,1.5769231,1.2307693
prostopadłościan,N,2.5,1.3846154,1.2692307,1.2307693,1.2692307
pomieszczenie,N,2.1923077,1.5769231,1.5,1.6538461,1.3076923
położenie,N,2.4230769,1.6538461,1.5769231,1.9615384,1.3076923
ujmować,N,2.5769231,1.5,1.5,1.4615384,1.1923077
archiwum,N,2.2692308,1.3846154,1.5769231,2.0769231,1.3846154
intonować,N,2.3461537,1.3846154,1.2307693,1.5769231,1.4615384
taca,N,2.0769231,1.8846154,1.6538461,1.5,1.6923077
przecinek,N,1.8461539,1.6153846,1.1153846,1.5,1.3076923
opisywać,N,2.7307692,1.6153846,1.4615384,1.4615384,1.3461539
obiekt,N,1.9615384,1.6538461,1.6153846,1.5384616,1.4230769
leksykon,N,2.4230769,1.4615384,1.3846154,1.2692307,1.4615384
bateria,N,2.4615386,1.7307693,1.5384616,1.7692307,1.5384616
lukratywny,N,2.9615386,1.5769231,1.3461539,1.5,1.3076923
optyczny,N,2.3846154,1.3076923,1.3846154,1.7307693,1.3846154
kierownica,N,2.7692308,1.4230769,1.5,2.0384614,1.1538461
kartka,N,2.5769231,1.2307693,1.7307693,1.2692307,1.1153846
proszek,N,1.9230769,1.6538461,1.6153846,1.9230769,1.8076923
pompa,N,2.9230769,1.2307693,1.2307693,1.5769231,1.3461539
ślad,N,2.5384614,1.6538461,1.6923077,1.9615384,1.2692307
pensum,N,2.2307692,1.7307693,1.7307693,2.0769231,1.5384616
miedziany,N,2.3461537,1.3846154,1.4230769,1.4230769,1.4615384
krzesło,N,2.8846154,1.4615384,1.3846154,1.2307693,1.1153846
łopian,N,2.3461537,1.2692307,1.2692307,1.2692307,1.3461539
dialekt,N,3.1153846,1.4615384,1.1538461,1.5,1.1538461
stempel,N,2.4230769,1.5769231,1.5,1.6923077,1.3076923
oś,N,2.4230769,1.5384616,1.4615384,1.4230769,1.2307693
stołek,N,2.0769231,1.1923077,1.2307693,1.3846154,1.5384616
stosować,N,2.1923077,1.5384616,1.4230769,2.1538463,1.4230769
pojemnik,N,1.5,1,1.1538461,1.0384616,1.2692307
przykładowy,N,2.2692308,1.5,1.2307693,1.5,1.1538461
zastosowanie,N,2.6538463,1.2692307,1.3076923,1.5,1.1538461
kciuk,N,2.5,1.3461539,1.3846154,1.5384616,1.6538461
jeździecki,N,2.5769231,1.2692307,1.3846154,1.7307693,1.1923077
opactwo,N,2.8461537,1.2692307,1.5,1.3846154,1.2307693
podłoże,N,2,1.3846154,1.3846154,1.4615384,1.4230769
tuzin,N,2.7307692,1.1923077,1.1538461,1.1538461,1.2307693
znaczek,N,2.3461537,1.3461539,1.3461539,1.2692307,1.4230769
zakres,N,1.5769231,1.9615384,1.8846154,2.0384614,1.8461539
winda,N,2.5,1.3076923,1.2692307,2.0384614,1.2307693
tkacz,N,2.0384614,1.1538461,1.3846154,1.1153846,1.1923077
proponować,N,2.6923077,1.2692307,1.3076923,1.8076923,1.1923077
stawiać,N,2.5769231,1.2692307,1.2692307,1.5384616,1.4230769
precyzować,N,2.1923077,1.5384616,1.4230769,1.5,1.3461539
produkcyjny,N,2.8461537,1.4230769,1.3461539,1.3076923,1.1923077
postępować,N,2.2307692,1.6538461,1.6538461,1.8461539,1.3846154
sytuacja,N,1.8846154,1.4230769,1.4615384,1.5769231,1.3076923
dywan,N,2.4230769,1.1538461,1.1153846,1.1153846,1.2307693
cienisty,N,1.8461539,1.3076923,1.8076923,1.6538461,1.2692307
mimoza,N,1.8076923,1.7692307,1.5384616,1.4230769,1.5769231
makowy,N,3.1538463,1.1153846,1.1153846,1.1538461,1.1153846
bumerang,N,2.9230769,1.3461539,1.1923077,1.5384616,1.2692307
torba,N,2.3846154,1.2692307,1.3076923,1.5,1.3846154
gęś,N,2.0384614,1.0769231,1.2307693,1.6153846,1.5
notować,N,1.9230769,2.0384614,1.6538461,1.7307693,1.7692307
afekt,N,1.5384616,2.0384614,1.6153846,1.7692307,1.5
gąbka,N,2.5,1.0384616,1.0384616,1,1.2307693
kogut,N,1.8846154,1.3461539,1.3461539,1.7692307,1.6923077
szpara,N,2,1.5,1.5,1.7307693,1.8846154
odbitka,N,2.0384614,1.2307693,1.3846154,1.1923077,1.1923077
ilość,N,2.0384614,1.3846154,1.3076923,1.4230769,1.2307693
kość,N,1.9230769,1.3846154,1.5,1.9615384,1.8076923
pędzel,N,2.1538463,1.2692307,1.2307693,1.3461539,1.2307693
marka,N,2.2307692,1.5384616,1.3076923,1.2307693,1.6153846
siadać,N,3.1153846,1.0769231,1.1153846,1.0769231,1.1153846
obserwować,N,2.3076923,1.3461539,1.3461539,1.9615384,1.2692307
udzielać,N,2.2692308,1.7307693,1.4230769,1.6923077,1.3461539
szal,N,2.8846154,1.1538461,1.1923077,1.1923077,1.1538461
wytwarzać,N,2.7692308,1.2307693,1.3846154,1.4230769,1.3846154
amatorski,N,2.1153846,1.8461539,1.5,1.7692307,1.6153846
rodzaj,N,1.6153846,1.5,1.5384616,1.6538461,1.5384616
zebra,N,3.0769231,1.1923077,1.3076923,1.4615384,1.1538461
worek,N,1.5769231,1.3076923,1.3846154,2,1.8846154
szpulka,N,1.7692307,1.1538461,1.3461539,1.4230769,1.1538461
grabie,N,1.8846154,1.2692307,1.3076923,1.4615384,1.3076923
żółtko,N,2.6153846,1.1538461,1.1538461,1.1538461,1.7307693
grzebień,N,2.3076923,1.6538461,1.3846154,1.4230769,1.7307693
ręka,N,2.8846154,1.0384616,1.0769231,1.1923077,1.1153846
lokalizacja,N,1.8076923,1.1538461,1.1923077,1.2692307,1.2307693
obszar,N,2.1538463,1.4615384,1.6153846,1.8076923,1.5384616
metalowy,N,1.7307693,1.7692307,1.7692307,1.9615384,1.5769231
elementarz,N,2.8846154,1.4615384,1.6153846,1.3461539,1.2692307
przybudówka,N,2.1923077,1.7307693,1.5384616,1.7307693,1.8076923
silnikowy,N,2.3846154,1.4230769,1.4230769,1.7692307,1.4615384
girlanda,N,2.7307692,1.3461539,1.4230769,1.4230769,1.3846154
republikański,N,2.0769231,1.5,1.4230769,1.5384616,1.6538461
dziedzina,N,2.1923077,1.5,1.6153846,1.7307693,1.3846154
fasada,N,2.3846154,1.4230769,1.4615384,1.5769231,1.5
kalarepa,N,2.0384614,1.3461539,1.5,1.3846154,2.1153846
strona,N,2.1923077,1.8846154,1.5769231,1.6538461,1.3846154
określać,N,1.8846154,1.8846154,1.4615384,1.8076923,1.7692307
lupa,N,2.7777777,1.2962962,1.3333334,1.2962962,1.1481482
pasek,N,1.925926,1.8888888,1.7777778,2.074074,1.5185186
porto,N,2.7407408,1.5925926,1.7777778,1.5185186,1.3333334
rampa,N,2.2592592,1.1481482,1.1851852,1.6296296,1.3703704
szczotkować,N,2.6296296,1.5185186,1.2962962,1.2592592,1.4444444
linia,N,2.3333333,1.1481482,1.2592592,1.2222222,1.074074
minimalny,N,1.8518518,1.7407408,1.925926,1.8148148,1.5185186
adiutant,N,1.962963,1.4814814,1.5185186,1.6666666,1.3333334
kiosk,N,2.1851852,1.5555556,1.5185186,1.3703704,1.4814814
sitko,N,1.8518518,1.5925926,1.5185186,1.3703704,1.8888888
pęseta,N,1.6666666,1.3703704,1.4814814,1.925926,1.7777778
sień,N,2.3703704,1.2962962,1.4444444,1.4814814,1.3333334
suszyć,N,2.4074075,1.7777778,1.3703704,1.6296296,1.5925926
komoda,N,2.2222223,1.5185186,1.5185186,1.7037038,1.4814814
twierdzić,N,2.2962964,1.8518518,1.5185186,1.6296296,1.4814814
dynia,N,2.9629629,1.4814814,1.4074074,1.6296296,1.3703704
zaopatrywać,N,2.8888888,1.5185186,1.4444444,1.5555556,1.4074074
szczudło,N,1.8888888,1.4814814,1.4444444,2,1.4074074
but,N,2.8148148,1.3703704,1.4444444,1.4074074,1.5185186
pięta,N,1.7037038,1.5185186,1.3703704,1.6296296,2.0370371
cebulowy,N,1.962963,1.6666666,1.6296296,1.3703704,2.0370371
odczyt,N,2.1111112,1.4814814,1.7407408,2.1111112,1.4444444
gumowy,N,2.0370371,1.4444444,1.3333334,1.5185186,1.5925926
groch,N,1.6296296,1.7037038,1.5185186,1.6296296,1.925926
lada,N,1.8518518,1.5185186,1.5925926,1.5555556,1.5555556
sztućce,N,2.4444444,1.2592592,1.2222222,1.5185186,1.1851852
widelec,N,2.4074075,1.4444444,1.2222222,1.6296296,1.2962962
stereo,N,3.0370371,1.3333334,1.3703704,1.4814814,1.2222222
bodziec,U,2.6296296,2.1851852,1.3703704,2.2222223,1.962963
rachunek,U,1.7777778,3,2.4444444,2.4444444,1.962963
tropiki,U,4.5185184,1.7037038,1.5925926,2.074074,1.6296296
łączyć,U,3.8148148,1.6666666,1.925926,1.7777778,1.6666666
biskup,U,2,2.8888888,2.1851852,1.5555556,2.2222223
bogaty,U,4.5925927,2.3703704,1.7037038,1.7037038,1.925926
mysz,U,2.4074075,1.8518518,1.7777778,2.851852,3.3703704
szczęka,U,2,1.6666666,1.5925926,2.0370371,2.4074075
ociekać,U,2.7777777,1.925926,1.5925926,1.7407408,2.6666667
nabytek,U,4.5555553,1.6666666,1.6666666,1.5555556,1.4444444
matowy,U,2.8148148,1.4444444,1.7037038,1.3703704,1.5185186
przebywać,U,2.925926,1.7037038,1.925926,1.8518518,1.3333334
gorączka,U,1.2592592,3.4444444,3.6296296,2.7407408,2.4444444
tolerancja,U,4.6666665,2.2222223,1.925926,1.925926,1.4074074
ludzie,U,3.7037036,2.7407408,2.0370371,2.851852,1.8888888
Japonia,U,3.2592592,1.6666666,1.5925926,2.074074,1.7777778
rozsądny,U,4.5925927,1.5185186,1.2592592,1.5185186,1.2592592
ożywiony,U,3.925926,1.7407408,1.5185186,1.7407408,1.5925926
motorower,U,3.3333333,1.7407408,1.3703704,1.962963,1.5555556
liczba,U,2.925926,1.7777778,1.6666666,1.6296296,1.4074074
kufer,U,3.7777777,1.3333334,1.5185186,1.5185186,1.3333334
koniak,U,3.074074,1.8148148,1.925926,1.8148148,2.5555556
podejmować,U,3.2962964,1.7777778,1.4074074,2.925926,1.5185186
świnia,U,1.962963,2.1851852,2.0370371,2.148148,2.9629629
bezwartościowy,U,1.2592592,3,3.925926,2.7037036,2.7037036
buk,U,3.0370371,1.5185186,1.3333334,1.3703704,1.3703704
grać,U,4.5185184,2.0370371,1.4444444,1.8148148,1.4814814
odwaga,U,5.5185184,1.8518518,1.7037038,2.3703704,1.1481482
drań,U,1.6666666,4.5925927,3.4814816,3.2222223,3.3333333
świerk,U,4.259259,1.5555556,1.5555556,1.6296296,1.3333334
mur,U,1.6666666,2.5925925,2.1851852,2.5925925,1.7407408
rząd,U,1.7777778,3.5185184,2.0370371,2.1851852,3
wino,U,4.888889,1.8888888,2.2222223,1.6296296,1.8888888
bóbr,U,3.925926,1.2962962,1.2962962,1.7777778,1.4814814
ogień,U,3.2592592,2.3703704,2.5925925,3.4074075,1.6296296
opinia,U,2.5185184,2.2592592,2.074074,2.9629629,1.6666666
surowy,U,1.6296296,3.9629629,3.0370371,3.4444444,2.2962964
zatwierdzać,U,3.5555556,1.5925926,1.2962962,1.8518518,1.2222222
czarnuch,U,1.8888888,3.7777777,2.7037036,2.4444444,2.4814816
spojrzenie,U,4.185185,2,1.962963,2.5555556,1.5555556
nazywać,U,2.9629629,1.5555556,1.4444444,1.5555556,1.4444444
spadek,U,3.4814816,2.2592592,3.1111112,3,1.4814814
brat,U,4.5925927,2.4814816,2.0370371,1.7037038,1.3703704
incydent,U,1.5185186,2.7777777,2.8148148,3.148148,1.7407408
sankcjonować,U,1.4814814,3.1111112,2.2962964,2.5555556,2.4814816
kicz,U,1.8518518,2.925926,1.6296296,1.3333334,2.9629629
kura,U,2.9629629,1.4074074,1.4074074,1.6296296,2.3703704
dawka,U,2.3703704,2.1111112,2.0370371,2.3333333,2.2592592
honor,U,4.962963,1.6666666,1.962963,1.8518518,1.2962962
marzyć,U,5.6296296,1.3703704,2.0370371,1.7777778,1.037037
katastrofa,U,1.037037,3.5925925,5.111111,5.3333335,2.7037036
zamieszki,U,1.4814814,4.037037,3.7037036,4.740741,3.0370371
kochanek,U,3.148148,2.8148148,3,3.3333333,2.4444444
wyrok,U,1.4444444,3.2222223,3.7777777,4.6666665,2.925926
witalny,U,4.5925927,1.3333334,1.1111112,1.1481482,1.2592592
mówca,U,2.6666667,1.8518518,1.5925926,2.4074075,1.5555556
symfonia,U,4.4074073,1.4444444,2,1.4074074,1.1111112
kanał,U,1.7777778,1.6666666,2.2962964,2.9629629,2.8888888
niełaska,U,1.4074074,3.1851852,3.148148,2.8888888,2.0370371
brytyjski,U,4.111111,1.5185186,1.5925926,1.6666666,1.5185186
saksofon,U,4.037037,1.7777778,1.5925926,1.2962962,1.5555556
pragnąć,U,4.6666665,2,2.5185184,2.7777777,1.3703704
soczewka,U,2.3333333,1.4814814,1.5185186,1.8148148,1.8888888
zaniedbany,U,1.2222222,3.4074075,3.4814816,2.6666667,4.0740743
aleja,U,4.259259,1.3703704,1.6296296,1.8518518,1.2222222
liberalny,U,4.2222223,2.1851852,1.5555556,2,1.8518518
wykazywać,U,3,1.7407408,1.2962962,1.962963,1.5555556
malarz,U,3.3703704,1.5555556,1.8148148,1.2592592,1.2962962
ciśnienie,U,1.6666666,2.2592592,1.962963,2.7407408,1.962963
brąz,U,3.0370371,1.7777778,1.5555556,1.3333334,1.3333334
rodzinny,U,4.814815,1.925926,1.962963,1.6666666,1.2222222
zwłoki,U,1.1481482,1.925926,4.740741,4.5555553,4.6296296
kaktus,U,3.2592592,1.8518518,1.4074074,1.6666666,1.8148148
makaron,U,4.3703704,1.2222222,1.1111112,1.1481482,1.037037
planowy,U,3.8888888,1.5555556,1.1851852,1.3333334,1.1481482
ufny,U,3.9629629,1.5555556,1.7777778,2.3703704,1.3333334
cela,U,1.4814814,2.925926,3.3703704,3.9629629,2.925926
nerwica,U,1.3333334,4.111111,4.111111,4.259259,2.7407408
plakat,U,3.1111112,2.074074,1.5185186,1.4074074,1.5925926
wiśniowy,U,4.185185,1.1851852,1.1851852,1.1481482,1.3333334
środowisko,U,3.1851852,1.7037038,1.6296296,1.6666666,1.5555556
serowy,U,3.5555556,1.3703704,1.2592592,1.4444444,1.7407408
mistyczny,U,3.4444444,1.4444444,1.4074074,2.0370371,1.2962962
oset,U,2,2.1111112,1.5925926,2.1111112,2.148148
dziewczyna,U,5.148148,1.6296296,1.5925926,1.7037038,1.2592592
zatrudniać,U,3.851852,2.0370371,1.4074074,2.7037036,1.6296296
robić,U,3.8888888,1.8888888,1.5185186,1.962963,1.4814814
koza,U,2.5925925,1.4444444,1.5555556,1.8888888,1.8888888
hipoteczny,U,1.5185186,2.2592592,2.2592592,2.6296296,1.962963
pielgrzymować,U,3.5925925,1.1851852,1.5925926,2.074074,1.4074074
oszust,U,1.037037,5.5925927,3.3703704,4,4.5925927
miłostka,U,3.7037036,1.925926,1.8148148,1.962963,1.5925926
załatwiać,U,2.8888888,1.925926,1.6296296,1.8888888,1.8148148
młotek,U,2.5925925,2.2222223,1.4814814,1.925926,1.3703704
cygaro,U,2.1851852,2.074074,1.5185186,1.5555556,2.6666667
wpadka,U,1.5925926,3.6296296,3.925926,5,2.8148148
kochanka,U,2.7037036,3.7037036,3.4814816,3.074074,3.2592592
droga,U,3.9629629,1.7777778,2.1111112,2.5555556,1.4814814
dzierżawić,U,2.7777777,1.962963,1.5555556,1.7407408,1.6296296
miejsce,U,3.4814816,1.5555556,1.4814814,1.7777778,1.4074074
rama,U,2.7777777,1.4814814,1.4814814,1.8888888,1.5925926
udowadniać,U,3.5555556,2.3703704,1.6666666,2.4444444,1.2592592
otwierać,U,4.4814816,1.3703704,1.2592592,2.148148,1.2222222
awersja,U,1.4074074,3.2962964,2.2962964,2.2962964,2.925926
czeremcha,U,2.4814816,1.3703704,1.7777778,1.7407408,1.7777778
kręgiel,U,3.851852,1.3333334,1.3703704,1.7777778,1.1851852
zaginiony,U,1.2592592,3.5185184,5.037037,4.703704,1.5555556
artystyczny,U,4.148148,1.925926,1.6666666,1.6296296,1.4074074
nadmorski,U,4.851852,1.3703704,1.7037038,1.5555556,1.3333334
konopie,U,3.2962964,2,2.1111112,2.1111112,2.1111112
okaleczony,U,1.2962962,3.4444444,4.703704,3.7037036,3.5555556
krzepki,U,3.925926,1.4074074,1.2962962,1.7037038,1.1481482
spodnie,U,3.2222223,1.5925926,1.4444444,1.4074074,1.5185186
świadek,U,2.4444444,1.925926,2,2.6296296,1.4074074
przedwczesny,U,1.5555556,3.2592592,3.2962964,3.4074075,2.074074
żagiel,U,3.7777777,1.2962962,1.4814814,2.0370371,1.3333334
uzupełniać,U,2.9629629,1.4444444,1.5925926,1.7407408,1.3703704
kosz,U,2.4074075,1.6666666,1.6666666,1.5555556,2.148148
miecz,U,3.0370371,2.4444444,1.962963,2.7777777,2.1111112
dowodzić,U,3.8148148,1.6666666,1.4074074,3,1.4074074
premiera,U,4.814815,1.2962962,1.3703704,2.074074,1.2962962
przekazywać,U,3.7037036,1.5555556,1.5185186,1.5555556,1.3333334
rasa,U,2.7407408,2.1851852,2.0370371,1.8888888,1.5185186
jasność,U,4.888889,1.6296296,1.6296296,1.2592592,1.4074074
źrebię,U,4.5555553,1.2222222,1.2222222,1.7037038,1.4444444
wąwóz,U,3,1.4444444,1.4074074,2.2962964,1.3703704
kosmetyczny,U,3.3703704,1.4444444,1.2962962,1.5185186,1.4814814
produkować,U,3.6666667,1.5555556,1.3333334,1.4814814,1.3703704
gnębić,U,1.1481482,5.3703704,4.3333335,4.4814816,4.5555553
szkoła,U,3.2222223,2.8148148,2.3333333,3,2.1111112
maskować,U,1.7037038,2.6666667,2.4814816,2.148148,2.2592592
wełniany,U,3.7777777,1.5555556,1.3703704,1.2962962,1.962963
schodzić,U,2.4444444,1.7037038,1.7407408,1.7777778,1.2962962
chwalić,U,4.4814816,1.8888888,1.2592592,1.6296296,1.5925926
okrężny,U,1.4444444,2.6666667,1.7037038,1.6296296,1.5555556
bąk,U,2.4444444,1.7777778,1.4814814,2.7407408,3.074074
fartuch,U,2.3703704,1.6296296,1.6666666,1.6296296,1.8148148
bronić,U,4,2.4444444,2.2962964,2.851852,1.3703704
spójny,U,4.4074073,1.2592592,1.2592592,1.3333334,1.2592592
wgnieciony,U,1.2222222,3.2592592,2.7777777,2.8888888,2.2222223
przepych,U,3.1851852,2.2222223,1.8888888,1.6296296,2.1111112
obłędny,U,3.8888888,1.7407408,1.5185186,2.5925925,2.0370371
sandał,U,3,1.3703704,1.3333334,1.2592592,2.148148
strzelać,U,2.4444444,3.6296296,3.148148,4.111111,2.9629629
litość,U,2,2.8148148,4.111111,2.8148148,2.3333333
dochód,U,4.6296296,1.8888888,1.925926,2.2592592,1.5925926
zatrzymywać,U,1.6666666,2.8148148,1.962963,2.7777777,1.5185186
małpa,U,3.4074075,1.3703704,1.1851852,1.962963,1.7777778
komizm,U,4.3333335,1.7407408,1.4074074,1.4074074,1.2962962
rezygnacja,U,1.2962962,3.7037036,3.6666667,3.4074075,2.0370371
uzasadniać,U,2.8148148,2.0370371,1.4444444,2.4814816,1.4074074
zbankrutować,U,1,4.851852,4.740741,4.703704,2.2222223
unikać,U,1.7777778,3.3703704,2.7407408,3.1851852,2.4814816
kołysać,U,3.5555556,1.4814814,1.7777778,1.925926,1.6296296
czepek,U,2.4444444,1.7407408,1.2962962,1.5555556,2.3703704
przepadać,U,2.4444444,2.3333333,2.2962964,2.3703704,1.4444444
fuzja,U,2.5925925,1.7407408,1.5555556,2.3333333,1.4444444
stołówka,U,3.148148,1.3703704,1.4074074,1.5925926,2.2222223
rezygnować,U,1.6666666,3.5555556,3.7777777,2.851852,2
bura,U,1.6666666,2.5185184,2.5185184,1.962963,2.1111112
wanna,U,4.4814816,1.2592592,1.2592592,1.3703704,1.2222222
bezsilny,U,1.1481482,4.888889,3.9629629,3.6296296,1.925926
pieniądze,U,4.703704,1.8888888,1.6666666,2.074074,1.7407408
ćwiczyć,U,4.5925927,1.962963,1.4444444,1.6296296,1.8518518
kasa,U,4.5185184,2.1111112,1.7037038,2.148148,1.6296296
twarz,U,3.2962964,1.6296296,1.7407408,1.5555556,1.4074074
ojczyzna,U,4.5555553,1.7777778,2.5925925,2.2962964,1.4814814
życzenie,U,4.5555553,1.1851852,1.5555556,2,1.2222222
jamnik,U,3.5925925,1.8888888,1.3333334,1.3333334,1.5925926
łapać,U,3.074074,2.1111112,1.4444444,2.3333333,1.6296296
