word,meanAnger
morderstwo,4.8703704
pudel,1.2222222
podły,4.888889
stół,1.3703704
trwać,1.6666666
lewitować,1.1111112
cierpienie,3.8148148
zwiększać,1.5555556
resztka,2.6666667
zadłużenie,4.3703704
dom,1.962963
dowód,1.5925926
budda,1.6296296
chronić,1.5925926
lipa,2.4814816
samoobrona,3.148148
mysi,2
zasiłek,3.7777777
dziedziczyć,1.962963
purpurowy,2.1851852
Amerykanin,1.8888888
karać,4.0740743
utonąć,2.851852
tenor,1.3333334
alkohol,2.8888888
pożyczka,3.5555556
trucizna,4.259259
wytworny,1.7037038
pielęgnować,1.5185186
skakać,1.4814814
działanie,1.5925926
rola,1.7407408
chlać,3.2962964
sojusz,1.4074074
telefon,2.5925925
mech,1.3333334
wariat,2.074074
czytać,1.3333334
egzystencjalny,1.7777778
wyjście,1.6666666
nieudacznik,3.6296296
adwentowy,1.8148148
wahadło,1.8076923
równowaga,1.6923077
martwy,2.8461537
wilczur,2.4230769
śnić,1.7692307
orzechowy,1.1538461
przewidywać,1.7307693
skarżyć,4.5
obracać,1.9615384
Tatry,1.3076923
zdyscyplinowany,2.1538463
duchowny,2.4615386
dokuczliwy,4.1923075
nagi,1.9615384
kraść,4.3846154
ofiarować,1.2307693
tulipan,1.2307693
ciotka,2.0769231
pedał,3.4230769
sportowy,1.7692307
cierpieć,4.1153846
wiązać,1.9615384
płatność,3
państwo,2.3461537
dama,1.5769231
zadanie,2.5
nieżywy,3.1923077
odkrywać,1.2692307
klasa,1.9615384
nuklearny,2.8076923
kiełbasa,1.7307693
rozdzielać,2.7692308
relacjonować,1.6153846
energiczny,2
karnawałowy,1.2692307
pokrzepiony,1.2307693
czarownica,2.0384614
mdłości,3
Madonna,1.7692307
lilia,1.0769231
ranny,3.1153846
chłopięcy,1.6153846
komiczny,2.1538463
wieszać,2.8846154
strach,3.7692308
wyzwolony,1.0769231
dziurawy,3.6923077
księżniczka,1.6538461
ustawa,2.6153846
zamysł,1.6538461
wada,4
przyzwoity,1.3846154
przychodzić,1.6923077
przemieszczenie,1.8461539
nieszczęście,4.4615383
odlatywać,1.3461539
ochrona,1.9230769
utrudniać,4.5
por,1.3461539
odizolowany,3
rozszerzać,1.8461539
biurowy,1.9230769
impreza,1.4615384
kształtujący,1.5769231
kaczka,1.3461539
dech,1.4615384
tyran,5.576923
rolniczy,1.6153846
poetycki,1.6538461
hotelowy,1.4230769
urojenie,3.0769231
Ameryka,1.6538461
idylla,1.2307693
zakłopotany,2.8461537
pigułka,2.6923077
posag,1.5384616
willa,1.5
badacz,1.7692307
niedozwolony,3.6923077
klejnot,1.3076923
osobliwy,1.6153846
plon,1.4615384
konto,1.9615384
maść,1.6923077
małżeński,1.7307693
rozmawiać,1.6923077
fajka,1.6923077
otrzymywać,1.2692307
zmusić,4.423077
liczyć,1.9230769
kawa,1.2692307
syn,1.5
mydło,1.4615384
palarnia,3.1923077
erotyczny,1.7307693
byczy,2
lotto,2.3461537
cenić,1.3076923
lista,1.6538461
małżonek,1.8846154
obrączka,1.4230769
środek,1.6923077
odwracać,2.2307692
poślubić,1.4615384
strzała,2.2692308
waśń,3.1153846
kotwica,1.3461539
brylantowy,1.2307693
konflikt,4.5384617
łaciński,1.6923077
sądownictwo,3.1538463
zawodzić,4.9615383
słabość,4.076923
należeć,1.8076923
mgła,2.1923077
policzek,3.2307692
niewolnica,4.6923075
kąpielowy,1.3461539
drobny,1.4230769
wnuk,1.3846154
szpikować,2.4615386
rozbudowywać,1.3076923
negatywny,4.1538463
kukiełka,2.3846154
literatura,1.5
ocenzurowany,3.2692308
mężczyzna,2.5384614
przemoc,5.576923
konstytucja,1.7307693
kompromitujący,4.6923075
barbarzyńca,4.1923075
waniliowy,1.1538461
zakładnik,4.0384617
weselny,1.5
sofa,1.3461539
nieprzystępny,3.4230769
obdarty,2.6923077
wartościowy,1.3076923
granica,2.6923077
tron,1.9230769
szczegółowy,2.2307692
krzyczeć,4.5
lampa,1.5769231
przebaczyć,1.7692307
blask,1.3076923
głupi,3.5769231
krucyfiks,2.1153846
tortura,4.6153846
brud,3.8846154
kopia,2.4230769
krzywdzić,5.6153846
wykwintny,1.3846154
luksusowy,1.8846154
samolot,1.3076923
zostawać,1.6923077
pokój,1.4230769
lekkomyślność,3.7692308
aplauz,1.6153846
pycha,3.7692308
wyruszać,1.4615384
oszustwo,4.9615383
jazz,1.6153846
satysfakcjonować,1.5384616
pazur,2.1538463
klej,1.8461539
wykończyć,3.1538463
bluzka,1.3846154
przypominać,2.5
kawowy,1.3846154
monogamiczny,1.5769231
poronić,4.5
zatarg,3.7307692
bezkonfliktowy,1.4615384
bankructwo,4.8846154
odsetki,2.8461537
centralny,1.8846154
rozbój,4.269231
mit,2.0384614
administracja,3.3846154
pistolet,3.2307692
zwiększenie,1.5
wspomnienie,2.0384614
spisek,3.8076923
dążyć,1.5769231
zakon,2.0384614
milion,1.2692307
ostrożny,1.6923077
szczepić,2.0384614
altruistyczny,1.6538461
pogrzebać,3.5384614
wydatek,3.6923077
pacjent,2.8076923
godzina,2.1538463
piekło,3.3076923
kucyk,1.5
wzór,1.6153846
uważny,1.4230769
palić,3.5769231
owdowieć,3.7307692
konać,3.1538463
knajpa,1.4615384
zazdrościć,4.6538463
działalność,1.8461539
szukać,2.9615386
polityka,4.1538463
popielaty,1.4615384
para,1.4230769
rycerski,1.7307693
stadium,2.1923077
upalny,2.3461537
areszt,3.7692308
skórka,1.7692307
piłka,1.6153846
kreatywny,1.6923077
naiwny,3.4230769
safari,1.3076923
nagrywać,2.6538463
półżywy,2.3461537
ocena,3
domostwo,1.3846154
zaraza,3.0769231
weranda,1.2692307
kryminał,2.2692308
sąsiedzki,1.7307693
nagana,3.4230769
heteroseksualny,1.5384616
laboratoryjny,1.1923077
dokument,1.8076923
świąteczny,1.6153846
wątły,2.1538463
potop,2.8076923
agresywny,4.5
walizka,1.6153846
dziarski,1.7307693
latać,1.2692307
katusze,3.6923077
pobożny,2.6538463
cnota,1.7307693
przełomowy,1.1153846
chciwość,4.3461537
sowa,1.2692307
mleczny,1.8076923
ząb,1.9230769
walc,1.5384616
leżanka,1.3846154
wspominać,2.0384614
rozkład,1.8076923
stronić,2.4615386
naród,2.0769231
zbiorowy,1.7692307
bikini,1.2692307
gest,1.6153846
gromadzić,1.8461539
powietrze,1.1923077
propagandowy,3.3461537
ogórek,1.3846154
kredyt,3.7307692
orzeł,1.2692307
reputacja,1.8846154
monotonny,3.5384614
welon,1.6923077
gadzi,1.8461539
flet,1.7307693
zakonnica,1.7307693
gratisowy,1.8076923
powstawać,1.6538461
szubienica,3.6923077
umyślny,3.0384614
pięść,4.3076925
niewolniczy,4.730769
rzeczywistość,2.2307692
bandyta,4.9615383
siostrzenica,1.7692307
zagadywać,2.4230769
srebrzysty,1.4615384
park,1.0769231
organy,1.7307693
horoskop,2.6923077
sztanga,2.0384614
nieruchomy,2.3076923
kończyć,2.1923077
pędzić,2.5384614
lustro,2.1538463
dyskutować,2.4230769
wilgotny,2.5384614
izdebka,1.8461539
spaliny,2.9615386
zgłoszenie,1.7307693
pokusa,2.2307692
orgia,1.7307693
płynny,1.4615384
tracić,4.230769
uznawać,1.5
zabić,5
jacht,1.4230769
nieład,4
uzdrowienie,1.3461539
jałmużna,2.8846154
czynność,1.6923077
ludobójstwo,5.283019
magiczny,1.2307693
skandal,3.4230769
oddziaływanie,1.7307693
lis,1.9615384
bezradny,4.3076925
objawienie,1.7692307
wdzięk,1.4615384
Koran,2
szafa,1.3461539
mamusia,2.1923077
dojrzały,1.6538461
anormalny,2.1538463
partner,2.1538463
świątynia,1.5769231
szafirowy,1.1153846
warkocz,1.4230769
użądlić,4.3076925
zgon,3.8461537
port,1.1923077
walka,3.8846154
panda,1.2307693
szejk,2.0384614
święto,1.6153846
krata,3
samotność,2.9615386
głaz,1.5384616
nurkować,1.1538461
charakter,2.0769231
misja,1.7692307
załamanie,2.9615386
sławny,1.8461539
skorpion,2.4615386
zabójstwo,4.769231
rzeczowy,1.5769231
świat,2.5384614
satyryczny,1.8076923
kneblować,4.3846154
podatek,4.1153846
doradzać,1.7307693
bocian,1.0769231
diabeł,3
tytoniowy,2.9615386
gród,1.2692307
straż,2
kierować,1.6923077
bakteria,2.5769231
kierownik,2.8076923
produkt,1.8461539
rynek,1.6923077
dręczyć,5.0384617
dźwięk,2.3461537
dzieło,1.3461539
zmarły,3.5384614
ganić,3.5769231
zdradzić,5.423077
cham,5.230769
działka,2.0384614
szef,3.5384614
zwlekać,3.9615386
biesiada,1.8846154
wrzosowy,1.3461539
szansa,1.5769231
tyfus,2.8076923
zakończyć,2.7692308
paprykowy,1.4615384
złoto,1.6538461
kolega,1.6153846
członek,1.4230769
wstrząsnąć,3
mimika,2.0769231
importować,1.7692307
zbrodnia,4.3076925
nerka,1.5384616
siedzieć,2.1538463
motocykl,1.8076923
krok,1.4230769
oklaskiwać,1.3846154
skąpić,3.6153846
wieczór,1.5
mewa,1.8461539
ukłucie,3.1923077
zwyrodnialec,4.9615383
pałać,1.6153846
bliskość,1.5
strój,1.6538461
prośba,2.1923077
napotykać,1.6538461
bezcześcić,4.923077
partia,3.6538463
przyznawać,1.7307693
kandydat,1.8461539
sęp,4.1153846
cwany,3.8461537
skrupulatny,1.8846154
zakładać,1.6538461
przyzwalać,2.1153846
pasterz,1.1538461
ksiądz,2.8846154
podawać,1.6538461
wizerunek,1.6923077
ważyć,2.5384614
sława,1.6153846
grób,3.1153846
żytni,1.6153846
nieżyciowy,3.7692308
kościół,2.9230769
polecać,1.6153846
kontrolować,3.5769231
notariusz,2.5769231
męczarnia,4.230769
wyznawać,1.5769231
łazienka,1.1538461
triumfalny,1.7692307
okulary,2.0384614
łagodny,1.3846154
chleb,1.3846154
nobilitować,1.5769231
ptak,1.6153846
piosenka,1.5384616
samobójstwo,3.6538463
konkurencyjny,3.5
wojowniczy,3.3461537
ruszać,1.7692307
bagno,2.5384614
przygotowywać,2.1153846
tradycyjny,2.3846154
dbać,1.3076923
dodatek,1.3461539
dokładność,1.3076923
latorośl,1.5
znać,1.2692307
zakłamany,4.730769
szkielet,2.1153846
zdjęcie,1.6538461
odczuwać,1.6153846
cios,3.8461537
magazynować,2.0384614
huragan,3.2692308
złość,4.8461537
palec,1.3461539
łuk,1.5769231
turban,2.1538463
zajazd,1.1923077
wyzwoliciel,1.6538461
jama,1.7307693
zamieszanie,3.5
opady,2.8461537
zarabiać,1.7307693
złowrogi,3.8076923
pijany,3.2307692
nosze,2.6153846
schorowany,3.3461537
móc,1.4615384
mięsień,1.4615384
samowystarczalny,1.1153846
kruk,1.7307693
mafia,3.5769231
żebrać,3.4615386
sens,1.8846154
jaszczurka,1.3076923
spódnica,1.2307693
malować,1.5
bombowiec,3.3846154
zdolność,1.2692307
zarząd,2.6923077
proroczy,1.8846154
masakra,4.230769
pizzeria,1.5
diamentowy,1.1538461
uchodźca,2.4230769
podziękowanie,1.1923077
butelka,1.7692307
porządek,1.6923077
negować,2.8076923
organ,1.6153846
igloo,1
węgorz,1.4230769
nielegalny,3.5769231
paw,1.2692307
zasłużony,1.0769231
kryzys,4.269231
parlament,4.076923
znalazca,1.5769231
nienaganny,1.7307693
aprobujący,1.3846154
praktyka,1.6923077
hormonalny,2.0769231
tratwa,1.3846154
towarzyszyć,1.3461539
wschodni,1.7307693
kontynuować,1.7307693
zadłużony,4.4615383
przypadek,2.3846154
heretyk,2.8461537
zawdzięczać,1.8846154
trup,2.8846154
wywoływać,2.0769231
rozszczepiać,2.0384614
słoń,1.2307693
imię,1.6538461
zarażać,4.1153846
przedstawiać,1.6153846
telefonować,2.1153846
sterowny,1.9230769
intryga,4
wiedzieć,1.5769231
wykładowca,2.4615386
liryka,1.4230769
wszechświat,1.2692307
ponadczasowy,1.3076923
pomnik,1.6153846
otaczać,1.6153846
tabu,2.4230769
referat,2.5
miłość,2.0769231
uzyskać,1.5
plagiat,4.8846154
spotykać,1.3461539
zniesławiony,4.1538463
pisklę,1.2692307
tydzień,2.0769231
kładka,1.3846154
wydźwięk,1.8076923
szczenię,1.4230769
taktowny,1.5
snob,3.9615386
pojmować,1.5384616
zadośćuczynić,1.6153846
zakup,1.8461539
studiować,2.1538463
pilnik,1.7692307
kara,4.3846154
formować,1.8846154
męka,3.5384614
kamienica,1.4615384
paznokieć,1.7307693
kaloryczny,2.5769231
mapa,1.5
pech,4.5
awans,1.3846154
profesor,1.9230769
wydawać,2.6923077
kompan,1.4615384
foka,1.2307693
podstawa,1.8461539
kartoteka,2.4615386
niezmordowany,1.3846154
zwierzę,1.4230769
orzeczenie,2.6538463
wzmacniać,1.8461539
łoś,1.4615384
lew,1.5769231
powitalny,1.5
harować,4.269231
czytanka,1.5769231
poligamiczny,2.3076923
gra,2.2307692
chaotyczny,3.8461537
bomba,3.9615386
ruch,2
uroczystość,1.6923077
ampułka,1.8846154
maksymalny,1.8846154
dzwonek,2.3076923
geniusz,1.9230769
kolejka,3.7307692
dręczyciel,5.230769
wytrwały,1.7692307
teczka,2.1538463
własność,1.5769231
interesant,2.8076923
błąd,4.6923075
ochraniać,2
giełda,2.6153846
mistyka,1.9230769
ostrożność,2.0769231
karalny,3.5769231
procent,2.4615386
szaleństwo,2.4615386
komunistyczny,4.3846154
muzyk,1.6923077
dzień,1.6923077
kończyna,1.4615384
wykształcenie,2.0769231
specjalny,1.9615384
nauczka,3.9615386
powodować,2.9615386
naiwność,4
uczucie,2.5
przypadkowy,2.1153846
tost,1.3846154
minuta,2.2307692
komitet,2.3461537
więzy,2.3846154
naciskać,3.8461537
dominacja,3.1153846
czyścić,2.4615386
niedziela,1.9230769
leżeć,1.6538461
opuszczać,3.1923077
płakać,3.3846154
znajdować,1.2692307
trunek,1.9230769
projektować,1.3076923
znajomy,1.5384616
mól,3.5769231
wiosło,1.3846154
doceniać,1.3461539
bank,2.7307692
film,1.5
boleć,4.076923
oferować,2.1538463
koło,1.6538461
schronienie,1.2307693
błyskotliwy,1.3461539
słaby,3.0769231
wiwat,1.4615384
płyta,1.2307693
ojciec,2.1923077
śmiały,1.8846154
łapa,1.5769231
szlachecki,1.7307693
impet,2.6153846
łotr,3.5769231
bęben,1.6923077
zastępować,1.9230769
bunt,4.423077
impuls,1.8846154
kropla,1.3846154
badać,1.4230769
skaza,3.5
fortuna,1.6538461
klatka,3.2692308
obóz,2.6538463
milczeć,2.3846154
zapał,1.6538461
życzyć,1.5384616
kozica,1.1153846
pisanka,1.1153846
ołtarz,1.6538461
ciężarówka,2
traumatyczny,3.5384614
kaźń,3.3076923
wynikać,1.4230769
krokus,1.0769231
rozkazywać,4.1923075
znany,1.3846154
piracki,2.7307692
kasztan,1.2692307
groźba,4.3076925
Chrystus,1.3461539
reumatyzm,3.1153846
specjalistyczny,1.3846154
krytykować,4.1538463
lina,1.5769231
sierp,2.7692308
chrzcić,1.7307693
awantura,5.230769
panieński,1.4230769
bunkier,2.4230769
akwarium,1.1538461
przypuszczać,1.9230769
zakręt,2.3461537
przeżywać,2.5769231
embargo,2.8461537
widok,1.5
najemca,2.3461537
perłowy,1.2307693
minimum,2.3076923
wielbłąd,1.1153846
celnik,2.7692308
loch,3.0769231
ascetyczny,1.8846154
chudy,1.9230769
srebrny,1.4230769
etyczny,1.5
wonny,1.2692307
zszarzały,2.6153846
odpowiedź,1.6538461
papież,1.5769231
trwały,1.2692307
wiatr,2.6538463
kult,2.3461537
opadać,2.4230769
drzewo,1.1153846
brać,2.3076923
nieuczciwy,5
termy,1.2692307
dziwkarz,4.6538463
pionek,2.8846154
pszczelarski,1.6538461
nóż,3.5384614
tytuł,1.5
większość,2.5
okrutny,5.3461537
siła,2.2307692
krwawy,3.6153846
dzwon,1.4230769
wzdychać,2.2692308
ofiara,3.9615386
podarować,1.1153846
reformować,2.3076923
nowoczesny,2.1538463
wierzyć,1.6153846
slogan,2.3076923
narodziny,1.1923077
skorumpowany,4.923077
odraczać,3.1153846
gitara,1.7692307
bliski,1.1923077
obcas,2
łamać,3.0769231
regulować,1.7307693
spoliczkować,4.6153846
klacz,1.1153846
kamera,1.8461539
urząd,4.076923
pieczętować,1.4615384
bękart,3.6538463
dopłata,3.8846154
ślub,1.5384616
pielęgnacja,1.5769231
niewierny,4.923077
księżyc,1.3076923
koalicyjny,2.1538463
skromność,1.9615384
wiersz,1.8846154
przełom,1.5384616
zamek,1.2307693
radykał,2.6538463
kupować,2.6923077
cukierek,1.2307693
pretekst,2.6538463
związek,2.5384614
kora,1.3076923
śmieć,4.076923
twórczy,1.5769231
stłuczenie,3.4615386
jeż,1.4230769
opowiadać,1.5769231
nić,1.5
prezydent,2.5384614
korona,1.5384616
panorama,1.1923077
rozmowny,1.6153846
obumierać,2.9230769
oswoić,1.3461539
sznur,2.3846154
polędwica,1.3076923
okrutnik,3.8846154
plaster,1.8076923
obraz,1.6153846
rewolucyjny,2
zawodowy,1.6538461
wędka,1.2307693
staranny,1.8846154
kłamać,4.6153846
kochać,1.9230769
służąca,2.8461537
wieczny,1.8076923
chłopiec,1.6153846
upadłość,3.1538463
odważny,1.6153846
wędkarz,1.1538461
konsekwentny,1.5769231
silny,1.9615384
nastrój,2.5769231
zemsta,4.576923
prosić,3.1153846
unicestwić,4.076923
krzyż,2.5769231
kominek,1.2692307
przebiegać,2.1153846
siostrzeniec,1.6538461
whisky,1.6153846
tyć,4
napierać,3.1923077
grzybowy,1.5
plaża,1.6153846
wachlować,1.5384616
wyć,4
miękki,1.9230769
limit,3.5
wróżka,2.2307692
zima,3.2307692
idiota,4.269231
wynajmować,2.6538463
magik,1.3846154
rejs,1.2692307
panowanie,2.3846154
niedopatrzenie,4.576923
zawierać,1.5
kres,2.9230769
rosnąć,1.9230769
mina,2.4615386
rozmyślać,2.3461537
demokracja,2.8461537
błogosławiony,1.3076923
przedstawiciel,2.1153846
ryba,1.3461539
balsam,1.4230769
próbować,2.5384614
przewinienie,3.3461537
akcja,1.6923077
gość,1.7692307
dumny,1.8846154
skostniały,2.6538463
izba,1.9230769
pytanie,2.2692308
żywy,1.8461539
iskra,1.8461539
wykroczenie,3.8846154
doświadczony,2.0384614
autorytet,1.8461539
przeciwieństwo,2.5769231
kuchenka,1.5
pomagać,1.7692307
sterylny,1.8846154
bestia,3.2307692
stać,2.5
dyplomatyczny,2.3461537
Żyd,2.2307692
martwić,3.1538463
pokazywać,1.8076923
sztylet,3.6153846
motywować,1.9230769
aktywny,1.9230769
sceptyczny,2.7307692
regulator,1.7692307
zupa,1.3076923
wrzeszczeć,5
fajtłapa,3.6153846
płaszcz,1.8461539
napadać,4.269231
szokujący,2.9615386
odjazd,2.2307692
połysk,1.5384616
robotnik,2.6538463
człowiek,3.5384614
montować,2.3461537
zbawienny,1.3846154
ranić,4
cylinder,1.3846154
turystyczny,1.7307693
huśtawka,1.5769231
materac,1.4230769
demokratyczny,2.6538463
prymitywny,3.1538463
doktor,2.5
brygada,1.9615384
majętny,2.1923077
żar,1.8846154
zmieniać,2.7692308
wirus,3.4615386
dusza,1.5769231
wabić,2.2692308
brzoza,1.5
wafel,1.7692307
zrzut,2.4615386
zabłądzić,3.9615386
woda,1.6153846
potknięcie,3.8461537
zwyciężać,1.8076923
płuco,1.9615384
sadystyczny,4.4615383
uchronić,1.8076923
mucha,3.3846154
upodobanie,1.5384616
pasta,1.6153846
musical,1.7692307
skromny,2.1153846
bicz,3.1923077
zarzucać,3.6153846
kontakt,1.6153846
paradoksalny,2.5
czapka,2.2692308
ostatni,3.4230769
uczelnia,2.6923077
bezinteresowny,1.9230769
mordować,5.0384617
atrakcyjny,2.1923077
odpowiedzialny,1.7692307
motto,1.6153846
odosobniony,3.3076923
więzienie,2.9230769
szczery,1.9615384
chichot,1.9230769
wygrywać,1.9230769
znaczenie,1.5384616
stagnacja,3.5769231
rozwiązanie,1.8076923
trójkąt,1.6538461
cyniczny,4.3846154
runąć,3.5384614
ulepszać,1.4615384
nabywać,1.7307693
altanka,1.1153846
torturować,4.923077
mydliny,1.3461539
odsetek,2.0769231
opatrywać,2.2692308
zaręczony,1.5769231
arsen,1.7692307
ekran,1.5769231
chrząszcz,2.0769231
odżywać,1.4615384
knebel,3.5384614
śmietana,1.5
scena,2.1923077
melon,1.4230769
wiedza,1.5
bananowy,1.5769231
powódź,3.5384614
wypracowanie,3.4230769
topór,2.5384614
niespodziewany,2.2307692
nacinać,2.6153846
instrument,1.6923077
śnieg,2.6923077
partyzancki,2.1153846
skóra,1.4230769
bilans,1.5769231
poświęcać,1.7692307
zegarek,1.4615384
stabilny,1.3461539
album,1.2692307
młodzieżowy,1.8461539
ambitny,1.5769231
prawdziwy,1.3846154
iść,1.4230769
istnieć,2.0384614
sabotaż,3.1923077
rekordowy,1.3076923
kusić,1.9230769
balon,1.1923077
służyć,2.5769231
most,1.2307693
kłótnia,5.1153846
bohaterski,1.6153846
władza,2.9230769
koń,1.1923077
futro,1.8461539
zamierzać,1.4615384
matka,1.7692307
zginąć,3.5384614
obronny,1.5
rozwiązywać,1.3461539
oddawać,2.2307692
toksyczny,2.5769231
zgładzić,3.8461537
perfekcyjny,2.0769231
płomienny,1.6538461
monolog,2.2307692
Wenus,1.2307693
flaga,1.2307693
wojna,4.2115383
język,1.1923077
toaleta,1.5384616
monopolowy,1.3846154
wymodlić,2.2692308
gigantyczny,1.6923077
podróżować,1.2307693
spotkanie,1.0769231
goździk,1.1538461
zapewniać,1.4230769
laur,1.2692307
strata,3.5769231
zapłacony,1.2692307
pies,1.3461539
abdykować,1.5769231
uznanie,1.0769231
drogi,2.8076923
myśl,1.6923077
zamach,3.5
pasjonujący,1.2692307
życie,2.4230769
upadać,3.1538463
krytyczny,3.2692308
chory,2.8461537
akademik,1.4230769
finał,1.2307693
jodła,1.1538461
brutalny,4.0384617
zaangażowany,1.6153846
sauna,1.1538461
nowotwór,3.6923077
wołać,1.7307693
byt,1.6923077
ładunek,1.3846154
mądrość,1.4615384
opryszek,2.5769231
rozdawać,1.2692307
pisać,1.3846154
nadzorca,2.1923077
emerytalny,1.8461539
wiadomość,1.5769231
urlopowicz,1.4230769
niewinny,1.4230769
gawędzić,1.3076923
pałac,1.3846154
mentor,1.6538461
tłuszcz,2.9230769
marksista,2.3461537
przyjmować,1.2307693
pierścionek,1.0384616
nieprzyjaciel,3.8461537
pas,1.8076923
oczyszczać,1.6538461
przebiegły,2.6538463
dżuma,2.5
przestworze,1.2692307
promieniować,1.1923077
Sodoma,2.1923077
smok,1.6538461
powracać,1.2692307
waga,2.1923077
przepędzać,3.3076923
prowadzić,1.6538461
oddychać,1.3076923
pęcherz,1.7692307
sprytny,1.8076923
kłamstwo,4.230769
jeleń,1.1923077
samiec,1.7307693
precel,1.1153846
południe,1.4615384
informować,1.7692307
rywalizować,2.9615386
przyciskać,2.6538463
ogrzewanie,1.3461539
dupa,2.0769231
podwędzić,2.5
skryty,2.1153846
rozpoznać,1.4615384
myśliciel,1.5384616
szykanować,4.3461537
potrzebować,2.2692308
pomidorowy,1.1923077
książka,1.7692307
heroiczny,1.4230769
rozwaga,1.4230769
zadbać,1.3076923
opozycja,2.6923077
dusić,4.5
szmaragdowy,1.1923077
cło,2.3076923
pończocha,1.0769231
sztama,1.1923077
podstępny,3.6153846
wybrzeże,1.0384616
kwota,1.4615384
przywilej,1.9230769
humanitarny,1.3076923
czarodziejski,1.2307693
okolica,1.4230769
rozważać,1.7307693
gniew,4.923077
bajka,1.3076923
mieszkanie,1.5
piasek,1.6153846
łaknąć,1.4615384
wniosek,1.6923077
oficer,1.7307693
zrozumiały,1.3076923
marchwiowy,1.1923077
przejęcie,1.7692307
zranić,4.076923
ciało,1.5
wędrowny,1.1923077
prysznic,1.1153846
paczka,1.1923077
pręgierz,2.1923077
hojny,1.3461539
wspólnik,1.7307693
syrop,1.3846154
szkolny,2.2307692
kulturalny,1.1923077
dysponować,1.3076923
mały,1.5769231
wynalazca,1.1538461
trumna,2.3461537
wola,1.5
wymarsz,1.4615384
przykazanie,2.3846154
oświadczyny,1.3461539
katować,4.8846154
moda,2.5769231
walczyć,3.5
jezioro,1.0769231
kurwa,4.923077
działać,1.5384616
liczny,1.5
ulewa,2.6538463
słowo,1.6538461
manko,2.2692308
sensowny,1.2692307
poker,1.7307693
szeptać,1.6538461
pralina,1.2692307
kwaśny,1.7307693
wzrastać,1.5
nazista,5.0384617
pokorny,2.2692308
błogosławić,2
jabłkowy,1.4230769
milicja,3.9230769
bystry,1.4615384
kobieta,1.9230769
latarnia,1.5769231
doradztwo,2.2307692
licencja,1.7692307
gospodarstwo,1.8461539
przekręcony,2.5769231
poznanie,1.6538461
sekta,3.5384614
przedsięwziąć,1.6538461
opera,1.6538461
przestawać,2.4230769
data,1.6538461
zmora,2.7692308
religia,2.4615386
żeński,1.6923077
faszyzm,5.3461537
krew,2.0769231
osioł,2.8076923
znakomity,1.4615384
żądza,2.9615386
złudzenie,3.0384614
jechać,1.3076923
pierś,1.5
rzeź,4.576923
cel,1.7692307
emocja,2
czaty,2.0384614
karaluch,3.2692308
akceptować,1.7692307
wiara,1.9615384
reklamować,3.4230769
amulet,2.3076923
zarządzać,2.3846154
manowce,3.3461537
oszałamiający,1.6153846
pensja,2.4615386
katafalk,1.8461539
nieporadny,3.9230769
hit,1.8076923
kreda,1.8076923
cena,3.3846154
lotos,1.2692307
śpiewać,1.5384616
holocaust,5.8846154
nikotyna,4.1923075
parasol,1.4615384
pociągający,1.5
oskarżenie,3.6538463
homar,1.3846154
uczcić,1.4230769
moździerz,1.9230769
roszczeniowy,4.3076925
kukurydza,1.3076923
pyskaty,4.5384617
zapraszać,1.5
skłonny,1.8076923
zdychać,3.8461537
ziemia,1.3846154
odżywczy,1.4230769
podejrzewać,4.3846154
uwalniać,1.5384616
żołnierz,2.1923077
skrupuły,3.2307692
zmuszać,5.3461537
gadać,3.4230769
sceniczny,1.6923077
pulchny,3.1153846
forma,1.8076923
odpuścić,3.3846154
kierowca,2.4230769
rzeźnik,2.6538463
logiczny,1.7692307
pakt,2.5384614
wydatki,4.3076925
bóg,2.1538463
pamiątka,1.3846154
płynąć,1.6538461
fotel,1.3846154
gruszkowy,1.3461539
stereotypowy,3.6153846
tata,2.3461537
litr,1.4615384
puszcza,1.5384616
malaria,3.4615386
przenosić,2.1153846
leczyć,1.3846154
wyrazisty,1.5
zdzira,4.8461537
staw,1.6153846
kapitulować,3.8461537
ciasto,1.4615384
gardło,2
opiekuńczy,1.5769231
magia,1.6538461
cytat,1.5
hymn,1.3076923
wskazywać,2.0384614
getto,5.1923075
wieżowiec,2.1923077
tajemnica,2.2307692
odmawiać,3.2307692
kasyno,3.1538463
opanować,1.9230769
tragiczny,3.3076923
żartować,2.3461537
dziwny,2.0769231
telepać,2.8461537
klient,2.8076923
peerelowski,3.3846154
papuga,1.5384616
założenie,1.6923077
herezja,4.0384617
rdzewieć,2.6153846
piwnica,1.9615384
łaska,2.3461537
bezduszny,4.4615383
kabel,3.0769231
tyrać,5.0384617
wysadzać,2.6153846
pień,1.5769231
ciągnąć,2
puder,1.7307693
trąd,2.5384614
stopień,1.8076923
umowa,2.1153846
alkoholik,5.3846154
aresztować,4.1923075
ostry,2.7692308
talerz,1.8846154
idealny,1.8846154
wierność,1.4230769
piekarnik,1.3846154
winny,3.8461537
siostra,1.8846154
puszka,2.1538463
zajmować,1.9230769
cyrkowy,2.5769231
pasożyt,4.3076925
sposób,1.6538461
maślany,1.5
odznaczać,1.6153846
szorstki,3.0384614
klimatyczny,1.3461539
wtargnąć,5.1538463
intymny,1.4615384
fakt,2.4230769
niechęć,4.076923
cierpliwy,1.8846154
odpierać,2.6153846
wujek,2
mango,1.3846154
panujący,2.6923077
sikorka,1.2692307
lamentować,3.7307692
ciekawy,1.3076923
